age,gender,current_country,highest_education,field_of_study,years_of_experience,english_proficiency,academic_score,current_salary_usd,available_funds_usd,loan_eligibility,family_support,risk_tolerance,target_role,career_switch,priority_income,priority_pr,priority_stability,uk_hourly_wage,uk_employment_rate,uk_psw_available,uk_pr_years_required,uk_university_tier,uk_degree_duration_years,uk_city,uk_cost_of_living_monthly,uk_accommodation_monthly,uk_relocation_cost,local_avg_salary,local_cost_of_living_monthly,local_employment_rate,uk_avg_salary_target_role,uk_skill_shortage,uk_tuition_cost_usd,uk_outcome_score
34,male,India,Master,Web Developer,2.8,3,72,4938,29939,yes,yes,low,AI Engineer,yes,3,3,2,39,76,yes,5,Non-Russell,2,Nottingham,1049,666,3531,12513,573,64,81120,yes,17433,75.8
23,female,India,Master,Web Developer,5.3,3,70,11440,28436,no,no,low,Data Analyst,no,5,2,2,33,75,yes,5,Non-Russell,1,Manchester,1296,704,2475,12060,326,58,68640,yes,18228,52.0
27,male,India,Bachelor,Cybersecurity Analyst,4.2,3,72,8943,29687,no,yes,low,Cybersecurity Analyst,yes,5,4,3,24,76,yes,5,Russell,1,Manchester,1280,663,3118,11683,520,68,49920,no,27249,20.5
28,male,India,Bachelor,Cybersecurity Analyst,0.4,4,72,4441,21509,no,yes,high,Software Engineer,yes,4,3,2,32,76,yes,5,Non-Russell,1,Birmingham,900,593,2454,7651,421,68,66560,no,13352,68.7
24,male,India,Bachelor,Software Engineer,0.9,5,87,6550,13490,yes,yes,low,Cybersecurity Analyst,no,2,4,4,30,79,yes,5,Russell,1,Leeds,1572,748,3169,7916,368,68,62400,no,22733,40.1
33,male,India,Bachelor,AI Engineer,0.0,3,84,8225,13616,no,yes,medium,AI Engineer,no,4,4,5,43,83,yes,5,Non-Russell,1,Leeds,1143,567,2849,9529,370,68,89440,yes,16910,86.3
22,male,India,Master,Cybersecurity Analyst,3.8,3,81,11299,23958,yes,no,medium,Software Engineer,yes,1,3,3,33,71,yes,5,Russell,1,Manchester,1297,842,3074,7918,449,74,68640,yes,20181,56.7
32,female,India,Bachelor,Software Engineer,2.7,4,87,4596,10248,yes,no,medium,AI Engineer,yes,5,2,4,29,83,yes,5,Russell,2,Leeds,1150,520,3723,6576,486,72,60320,no,22492,47.7
30,female,India,Bachelor,Cybersecurity Analyst,0.8,4,79,10054,25232,yes,no,high,AI Engineer,yes,2,1,4,24,79,yes,5,Non-Russell,2,Birmingham,1475,818,2558,11761,545,69,49920,no,12199,36.9
34,female,India,Bachelor,AI Engineer,5.7,5,74,5505,18748,yes,yes,low,Web Developer,no,5,1,4,33,71,yes,5,Russell,2,Birmingham,1198,584,3457,6688,495,73,68640,yes,27813,50.8
23,female,India,Bachelor,Web Developer,3.2,4,80,4861,18514,yes,no,high,Business Analyst,yes,5,1,1,40,83,yes,5,Non-Russell,2,Nottingham,1196,889,2348,6789,331,67,83200,yes,16424,81.1
21,male,India,Master,Business Analyst,1.5,5,72,11557,16695,yes,no,low,Web Developer,no,4,1,4,40,79,yes,5,Russell,1,Leeds,1399,523,2462,11087,408,66,83200,yes,20694,68.3
28,male,India,Bachelor,AI Engineer,3.0,3,81,6640,16070,no,no,medium,Cybersecurity Analyst,no,2,5,1,44,76,yes,5,Russell,1,Nottingham,1014,610,3325,12306,300,73,91520,yes,21884,80.0
23,male,India,Master,Data Analyst,4.1,3,70,9094,16894,yes,no,low,Cybersecurity Analyst,yes,2,1,2,30,83,yes,5,Russell,1,London,900,850,3821,11072,481,73,62400,no,22780,48.0
32,male,India,Bachelor,Cybersecurity Analyst,0.5,5,78,10468,28009,no,yes,low,Business Analyst,no,5,3,1,40,79,yes,5,Russell,1,Birmingham,1452,582,3601,7355,473,74,83200,yes,21284,72.5
30,female,India,Bachelor,Cybersecurity Analyst,1.6,4,67,11236,24698,yes,yes,low,Web Developer,yes,2,1,4,20,76,yes,5,Non-Russell,2,Manchester,1584,857,2387,7687,468,56,41600,no,16797,22.9
27,male,India,Master,Web Developer,4.8,5,79,7731,23123,no,no,high,Cybersecurity Analyst,yes,2,4,5,32,76,yes,5,Russell,1,Birmingham,1499,577,2244,6349,547,57,66560,no,25517,47.7
30,male,India,Bachelor,Data Analyst,2.8,4,67,10591,10376,no,yes,low,Web Developer,no,4,1,5,20,74,yes,5,Non-Russell,1,London,1381,879,3824,11867,407,64,41600,no,18800,17.2
25,female,India,Master,Web Developer,3.3,3,69,5551,12378,no,no,low,Business Analyst,no,3,2,2,24,70,yes,5,Non-Russell,1,Manchester,1509,639,2941,8717,596,59,49920,no,19526,31.8
30,female,India,Master,Data Analyst,2.6,4,85,10962,19182,no,no,low,Software Engineer,no,1,3,4,35,83,yes,5,Russell,1,Leeds,1499,875,2748,9539,563,66,72800,yes,20166,58.6
25,female,India,Bachelor,Business Analyst,0.3,5,75,9736,8574,yes,no,high,AI Engineer,no,3,3,1,31,71,yes,5,Russell,2,Leeds,1409,770,1675,10521,329,61,64480,no,22397,41.8
34,female,India,Master,Cybersecurity Analyst,1.0,5,78,7236,21330,yes,yes,high,AI Engineer,no,2,5,5,35,82,yes,5,Non-Russell,1,Birmingham,1234,838,2065,10422,524,63,72800,yes,14768,67.7
27,male,India,Master,Cybersecurity Analyst,2.7,3,85,9607,29969,yes,no,high,Web Developer,no,5,4,3,36,78,yes,5,Non-Russell,2,Manchester,1364,668,3187,7129,388,56,74880,yes,14407,71.0
29,male,India,Master,Business Analyst,1.3,4,82,5736,29876,yes,yes,low,Cybersecurity Analyst,yes,1,3,4,31,77,yes,5,Russell,1,Manchester,1040,696,2908,13985,533,64,64480,no,21711,47.0
32,female,India,Master,Software Engineer,0.3,4,70,10852,16949,no,yes,medium,Web Developer,yes,1,2,4,37,77,yes,5,Non-Russell,1,Nottingham,1482,761,1761,10350,467,60,76960,yes,18528,63.7
25,male,India,Master,Web Developer,5.1,4,72,5449,27194,no,no,medium,Web Developer,yes,5,1,3,23,79,yes,5,Non-Russell,1,London,1036,714,2030,12133,530,66,47840,no,15791,35.7
21,male,India,Master,Business Analyst,5.9,3,87,11864,13670,no,yes,medium,Data Analyst,no,1,3,5,25,70,yes,5,Non-Russell,2,Leeds,1510,566,3377,12501,425,60,52000,no,19632,26.8
30,male,India,Master,Web Developer,4.8,4,68,9953,14567,yes,yes,low,AI Engineer,no,5,2,3,43,75,yes,5,Russell,1,Birmingham,1562,728,2894,12086,360,57,89440,yes,25138,66.1
30,female,India,Master,AI Engineer,5.1,5,79,4264,20716,no,no,medium,Business Analyst,no,1,1,2,43,84,yes,5,Non-Russell,1,Manchester,1586,660,3206,10539,419,64,89440,yes,14846,81.7
21,male,India,Bachelor,Cybersecurity Analyst,1.5,4,83,6659,27843,yes,yes,medium,Web Developer,yes,3,5,1,24,84,yes,5,Non-Russell,1,Leeds,1066,621,2720,10208,489,63,49920,no,19842,34.6
22,female,India,Bachelor,Web Developer,5.8,3,78,11509,14117,no,yes,medium,Data Analyst,yes,1,3,1,37,78,yes,5,Non-Russell,2,Birmingham,1242,648,2447,11149,420,74,76960,yes,18508,65.7
34,male,India,Master,Data Analyst,1.2,4,75,10975,28376,no,no,low,Data Analyst,no,4,3,5,35,84,yes,5,Non-Russell,2,Leeds,1309,839,2084,12667,347,59,72800,yes,18215,56.7
26,male,India,Bachelor,Web Developer,5.7,4,66,11893,15837,no,no,medium,AI Engineer,no,5,2,3,35,77,yes,5,Russell,1,Birmingham,964,692,3120,10784,501,57,72800,yes,26556,56.1
29,male,India,Master,AI Engineer,6.0,5,78,11445,24587,no,yes,medium,AI Engineer,no,1,4,4,32,72,yes,5,Russell,2,Leeds,1480,730,3849,6990,358,59,66560,no,21939,48.8
28,female,India,Master,Cybersecurity Analyst,4.3,4,71,6721,22531,no,no,low,AI Engineer,no,5,5,4,37,73,yes,5,Non-Russell,1,Nottingham,966,610,2655,7873,484,62,76960,yes,13437,81.4
33,male,India,Bachelor,Business Analyst,5.9,5,74,5462,27159,yes,no,high,Business Analyst,yes,4,4,4,39,84,yes,5,Non-Russell,1,London,1332,644,3251,10141,522,62,81120,yes,12126,80.5
25,female,India,Master,AI Engineer,3.4,5,82,8252,26376,no,yes,medium,Data Analyst,yes,1,3,2,36,72,yes,5,Non-Russell,2,Leeds,949,720,3581,11290,310,68,74880,yes,17606,66.8
21,female,India,Master,Cybersecurity Analyst,1.6,3,73,5445,26627,yes,yes,high,Cybersecurity Analyst,yes,1,4,2,39,75,yes,5,Russell,1,London,1213,891,2031,13297,580,71,81120,yes,24941,62.9
33,female,India,Master,Web Developer,2.6,5,70,6298,16498,yes,no,medium,Business Analyst,no,4,1,4,38,83,yes,5,Russell,1,Leeds,1208,563,2731,10852,488,65,79040,yes,18981,69.6
27,male,India,Master,Software Engineer,3.6,5,85,6925,26071,yes,yes,low,Software Engineer,yes,4,5,5,38,78,yes,5,Non-Russell,2,Manchester,1502,625,3493,7376,536,70,79040,yes,15319,74.9
25,male,India,Bachelor,Software Engineer,0.4,3,69,5632,12109,yes,no,high,Web Developer,no,4,4,2,19,84,yes,5,Non-Russell,2,Nottingham,1014,717,3197,7226,333,60,39520,no,12481,32.9
26,male,India,Master,Data Analyst,3.7,5,86,10673,26244,yes,no,high,AI Engineer,no,5,1,2,25,77,yes,5,Russell,2,Nottingham,1468,783,3045,11345,434,65,52000,no,21658,26.5
33,male,India,Master,Cybersecurity Analyst,5.9,3,70,6374,29560,yes,yes,high,Data Analyst,no,4,2,1,38,84,yes,5,Non-Russell,2,London,1241,853,2937,13247,361,64,79040,yes,19611,63.3
27,female,India,Master,Software Engineer,1.1,4,65,11104,25106,yes,yes,high,Web Developer,yes,5,4,1,28,84,yes,5,Non-Russell,1,Manchester,1429,896,1870,13477,526,63,58240,no,16378,40.4
23,female,India,Bachelor,Business Analyst,4.8,3,61,8990,21521,yes,no,medium,Business Analyst,yes,3,5,5,35,82,yes,5,Russell,1,Birmingham,1541,735,1908,13202,392,69,72800,yes,23052,47.0
32,female,India,Master,Cybersecurity Analyst,5.4,5,70,10240,16720,no,no,medium,Software Engineer,no,1,1,2,40,79,yes,5,Russell,1,Nottingham,1394,512,2906,6563,415,61,83200,yes,23406,70.8
30,male,India,Bachelor,Business Analyst,5.7,3,78,4512,12893,no,no,high,Business Analyst,yes,1,4,2,30,73,yes,5,Russell,1,Manchester,1168,652,3401,12304,432,72,62400,no,22277,42.2
23,female,India,Bachelor,Business Analyst,5.8,5,65,4215,24727,yes,no,medium,Business Analyst,no,2,2,3,26,84,yes,5,Russell,1,Manchester,979,738,2970,13763,592,55,54080,no,19474,38.7
25,male,India,Master,Software Engineer,3.1,4,73,11299,29782,yes,yes,high,Cybersecurity Analyst,no,3,4,5,26,71,yes,5,Russell,1,London,1355,689,2116,8887,492,69,54080,no,25098,30.5
26,female,India,Master,Cybersecurity Analyst,5.9,3,79,7331,16400,yes,no,high,Web Developer,no,4,1,5,34,82,yes,5,Non-Russell,1,Manchester,1198,650,1570,13602,329,56,70720,yes,18140,54.4
29,male,India,Bachelor,Web Developer,4.5,4,65,6172,29120,no,yes,low,Cybersecurity Analyst,yes,4,4,3,24,77,yes,5,Russell,1,Manchester,1101,585,1583,12681,597,56,49920,no,24719,26.4
33,male,India,Master,AI Engineer,1.0,5,76,7153,27790,no,yes,high,Business Analyst,yes,3,5,3,26,77,yes,5,Russell,2,Birmingham,1402,520,3756,12368,360,64,54080,no,26594,21.5
34,female,India,Bachelor,Software Engineer,2.9,5,69,11450,22606,yes,no,medium,Software Engineer,no,4,3,1,39,83,yes,5,Russell,1,London,1570,681,1758,13613,327,74,81120,yes,27339,50.2
32,female,India,Bachelor,Software Engineer,4.3,4,87,5706,18139,yes,yes,high,Data Analyst,yes,2,1,5,18,81,yes,5,Russell,1,London,1548,818,2825,7340,376,69,37440,no,18612,14.9
25,female,India,Master,Web Developer,1.5,3,60,6106,25303,no,yes,low,Data Analyst,yes,5,1,5,19,80,yes,5,Russell,1,Manchester,1384,657,2431,9737,420,64,39520,no,25286,9.2
21,female,India,Master,Cybersecurity Analyst,3.8,3,62,5567,10044,no,no,medium,Web Developer,yes,1,1,3,21,75,yes,5,Russell,1,Birmingham,1484,866,3829,13972,302,73,43680,no,27805,2.6
34,male,India,Bachelor,Cybersecurity Analyst,4.0,5,67,6208,24802,yes,yes,low,AI Engineer,yes,3,1,4,31,83,yes,5,Non-Russell,1,Leeds,1459,575,1893,7437,336,67,64480,no,19520,48.7
34,female,India,Bachelor,Business Analyst,1.0,4,67,6331,26133,yes,yes,low,AI Engineer,no,1,4,4,21,77,yes,5,Russell,2,Nottingham,917,828,3965,6094,446,65,43680,no,22788,29.8
34,female,India,Bachelor,Web Developer,3.4,4,86,6153,25483,yes,no,high,Data Analyst,yes,5,5,1,19,78,yes,5,Non-Russell,2,London,1377,702,2834,9296,391,56,39520,no,16987,19.9
24,female,India,Bachelor,Web Developer,4.6,3,79,5128,11392,yes,no,low,Business Analyst,no,3,2,4,25,82,yes,5,Non-Russell,2,Birmingham,1387,728,3429,11898,572,67,52000,no,13486,39.5
25,male,India,Master,Cybersecurity Analyst,3.0,3,81,7510,27156,no,no,low,Business Analyst,no,5,5,4,35,70,yes,5,Russell,1,Birmingham,1345,651,3220,6948,386,55,72800,yes,21201,60.2
32,male,India,Master,Business Analyst,0.1,3,74,8323,18672,no,no,medium,Cybersecurity Analyst,yes,4,1,4,36,78,yes,5,Russell,1,Manchester,1239,762,2125,10648,339,59,74880,yes,18752,62.2
30,female,India,Master,Software Engineer,0.1,4,83,11867,22444,yes,no,low,Web Developer,no,4,4,2,31,71,yes,5,Non-Russell,1,Nottingham,1430,571,3392,8692,477,61,64480,no,16075,54.0
30,male,India,Master,Data Analyst,2.1,3,66,7653,14784,yes,no,high,Cybersecurity Analyst,no,4,4,1,37,83,yes,5,Non-Russell,1,London,1511,724,3336,10161,584,67,76960,yes,17412,66.7
25,female,India,Master,AI Engineer,5.6,3,70,6365,25929,yes,no,high,AI Engineer,yes,5,1,3,42,82,yes,5,Non-Russell,2,Leeds,1015,884,2061,13564,341,67,87360,yes,16893,80.1
27,male,India,Bachelor,Software Engineer,1.4,5,66,9583,9070,no,yes,high,Data Analyst,no,5,4,4,27,70,yes,5,Russell,2,Manchester,973,630,3293,9281,584,74,56160,no,25014,40.0
24,male,India,Master,Cybersecurity Analyst,3.8,3,88,8897,9850,yes,yes,low,Business Analyst,no,5,1,2,34,77,yes,5,Non-Russell,1,London,1168,859,2440,7497,365,60,70720,yes,15478,66.5
21,male,India,Master,AI Engineer,1.3,3,63,9718,29437,yes,no,medium,Data Analyst,yes,1,5,4,25,77,yes,5,Russell,1,London,1536,527,3609,10760,423,74,52000,no,21482,26.3
34,male,India,Master,Data Analyst,1.9,4,84,10001,20390,yes,yes,high,Software Engineer,yes,5,3,2,31,80,yes,5,Russell,2,Birmingham,1015,798,2665,8731,444,66,64480,no,25728,47.6
34,female,India,Master,Data Analyst,5.1,4,71,6921,10939,no,yes,low,Data Analyst,yes,4,4,1,38,73,yes,5,Non-Russell,2,Nottingham,1585,596,3365,13053,419,62,79040,yes,14495,65.7
25,female,India,Master,Business Analyst,4.4,5,85,8567,18095,yes,no,high,Software Engineer,yes,2,1,4,40,77,yes,5,Russell,2,Leeds,1592,545,3391,12980,408,63,83200,yes,25611,56.7
27,female,India,Bachelor,AI Engineer,0.6,3,65,5079,24301,no,yes,high,Cybersecurity Analyst,yes,5,1,2,25,76,yes,5,Russell,2,Nottingham,1568,500,3139,12714,391,72,52000,no,25930,17.2
30,male,India,Bachelor,Business Analyst,2.6,5,73,10768,15194,yes,no,medium,Cybersecurity Analyst,no,2,4,5,22,82,yes,5,Non-Russell,2,Birmingham,1063,665,3050,8743,359,65,45760,no,18408,31.1
30,female,India,Bachelor,Software Engineer,0.2,4,71,10156,13851,yes,yes,high,AI Engineer,no,4,2,5,33,71,yes,5,Non-Russell,2,Leeds,1482,744,2281,13657,526,74,68640,yes,17105,51.7
26,female,India,Master,Web Developer,2.9,5,70,7511,24378,yes,no,medium,Data Analyst,yes,5,1,2,25,74,yes,5,Russell,2,Leeds,1121,718,3194,10275,539,65,52000,no,26865,28.2
25,female,India,Bachelor,Web Developer,4.0,4,78,9137,8678,no,yes,low,Data Analyst,yes,1,4,4,27,83,yes,5,Non-Russell,1,Manchester,1025,601,2096,8881,511,69,56160,no,13857,52.7
24,male,India,Bachelor,Web Developer,0.7,5,80,6741,8988,yes,yes,high,Software Engineer,no,1,1,4,44,79,yes,5,Russell,1,Leeds,1556,790,3556,13691,397,63,91520,yes,24947,67.6
22,male,India,Master,AI Engineer,1.7,5,64,7020,9502,yes,yes,low,Cybersecurity Analyst,yes,2,2,1,25,73,yes,5,Non-Russell,2,London,1075,703,3823,11578,313,57,52000,no,18011,35.0
24,male,India,Master,Web Developer,2.4,3,73,10256,26173,no,no,low,Software Engineer,yes,1,3,1,26,72,yes,5,Non-Russell,1,Nottingham,1563,701,3774,13235,517,71,54080,no,13242,37.3
30,female,India,Master,Software Engineer,5.5,5,80,4228,29665,no,yes,low,Cybersecurity Analyst,no,1,2,3,35,70,yes,5,Non-Russell,2,Nottingham,1593,553,3733,13496,469,71,72800,yes,15488,56.6
30,female,India,Bachelor,Business Analyst,6.0,3,83,4170,24198,no,yes,high,Software Engineer,no,1,5,1,20,74,yes,5,Non-Russell,1,Manchester,1274,779,3980,6201,579,57,41600,no,12671,36.4
23,female,India,Bachelor,AI Engineer,0.3,3,75,4294,29411,yes,no,medium,Cybersecurity Analyst,no,4,4,4,34,79,yes,5,Russell,2,Leeds,1397,777,1855,7498,509,73,70720,yes,21138,58.0
30,male,India,Master,Business Analyst,4.6,3,84,8284,25809,no,no,high,Software Engineer,yes,1,2,3,37,77,yes,5,Non-Russell,1,Birmingham,984,515,3540,11637,555,63,76960,yes,19467,69.8
21,male,India,Master,AI Engineer,2.2,3,72,4425,23867,yes,yes,low,Cybersecurity Analyst,no,3,3,1,32,81,yes,5,Russell,2,London,1282,512,1891,9086,470,71,66560,no,20500,52.7
28,female,India,Bachelor,Business Analyst,2.4,5,84,9072,22266,no,yes,medium,Web Developer,yes,5,1,2,38,78,yes,5,Russell,1,Manchester,1532,855,2078,9113,372,72,79040,yes,20793,62.8
25,male,India,Bachelor,Data Analyst,4.5,4,88,9198,14654,no,yes,low,Software Engineer,no,1,4,5,44,76,yes,5,Non-Russell,1,Leeds,1540,855,3140,8590,446,69,91520,yes,12292,91.1
33,male,India,Master,Business Analyst,5.5,4,81,10801,10440,no,yes,medium,Data Analyst,yes,1,2,1,34,81,yes,5,Non-Russell,2,Birmingham,1362,817,3967,13125,405,55,70720,yes,18106,53.7
24,male,India,Master,Web Developer,5.7,4,81,4918,18234,yes,no,high,AI Engineer,yes,1,3,1,25,80,yes,5,Non-Russell,2,Leeds,1350,586,3508,13860,393,64,52000,no,19131,27.7
28,male,India,Bachelor,Data Analyst,3.5,5,84,7253,15367,yes,yes,medium,Web Developer,yes,3,2,2,19,70,yes,5,Non-Russell,2,Manchester,1417,577,3223,12917,362,62,39520,no,15650,16.0
27,female,India,Master,Business Analyst,2.1,3,79,4498,21490,yes,yes,high,Web Developer,no,1,5,4,34,70,yes,5,Non-Russell,1,Birmingham,1594,566,1663,11408,453,64,70720,yes,16923,54.6
22,male,India,Bachelor,AI Engineer,4.7,4,81,9917,10594,yes,no,low,Software Engineer,no,1,4,2,35,84,yes,5,Russell,1,Birmingham,1449,846,2137,7948,554,56,72800,yes,20485,60.8
21,male,India,Bachelor,AI Engineer,1.5,5,63,6809,29073,yes,yes,medium,AI Engineer,no,5,1,1,22,70,yes,5,Non-Russell,1,Birmingham,1015,710,3564,9604,334,73,45760,no,13059,37.1
32,male,India,Bachelor,AI Engineer,3.4,3,70,8961,26820,yes,yes,low,Data Analyst,yes,3,3,4,26,71,yes,5,Russell,1,Birmingham,1513,713,3993,9963,595,68,54080,no,26398,26.7
31,male,India,Bachelor,Cybersecurity Analyst,2.2,4,76,4825,13517,yes,yes,medium,Web Developer,no,3,2,3,26,70,yes,5,Russell,2,Leeds,907,684,1669,6693,552,62,54080,no,24120,42.3
24,female,India,Master,Software Engineer,3.9,3,66,7779,17219,yes,no,high,Data Analyst,no,1,4,1,19,73,yes,5,Russell,2,Birmingham,1117,532,1839,7719,456,73,39520,no,26485,14.8
28,female,India,Master,AI Engineer,1.4,4,73,5858,14310,yes,no,medium,Cybersecurity Analyst,yes,3,2,2,19,79,yes,5,Russell,1,Leeds,1489,614,2225,11363,433,55,39520,no,19873,12.6
32,male,India,Bachelor,Data Analyst,1.1,4,85,6118,11539,no,yes,medium,AI Engineer,yes,2,4,3,36,78,yes,5,Non-Russell,2,Birmingham,1303,774,3433,9933,428,70,74880,yes,17127,65.5
22,male,India,Bachelor,AI Engineer,5.5,4,70,10391,22744,no,yes,high,Business Analyst,no,3,5,5,40,81,yes,5,Non-Russell,2,Birmingham,1466,697,2534,9732,579,69,83200,yes,14795,79.1
23,male,India,Bachelor,Cybersecurity Analyst,0.6,3,87,4145,27867,yes,no,high,Cybersecurity Analyst,no,3,2,3,44,73,yes,5,Russell,2,Manchester,1203,879,3145,11887,551,74,91520,yes,24322,78.4
32,male,India,Bachelor,Web Developer,3.0,5,81,9737,26625,yes,yes,high,AI Engineer,no,3,5,2,20,82,yes,5,Russell,2,Leeds,1366,642,1632,8659,434,59,41600,no,20088,20.3
21,male,India,Bachelor,Data Analyst,1.3,3,68,11942,14378,yes,yes,medium,Software Engineer,yes,4,3,3,34,73,yes,5,Non-Russell,1,Leeds,987,727,2322,13734,310,57,70720,yes,14088,62.3
21,male,India,Master,Cybersecurity Analyst,0.2,4,82,9415,27149,yes,no,low,Software Engineer,no,4,5,2,31,76,yes,5,Russell,2,Nottingham,909,619,2453,7721,591,71,64480,no,23311,55.7
33,female,India,Master,Web Developer,0.2,3,72,10725,17365,no,no,medium,Data Analyst,yes,4,4,1,31,83,yes,5,Non-Russell,2,Manchester,1207,852,3626,13999,447,64,64480,no,18900,46.7
23,male,India,Master,Data Analyst,1.1,5,82,8565,19422,no,no,medium,Web Developer,yes,3,3,4,31,80,yes,5,Russell,2,Leeds,1333,523,1845,11717,379,59,64480,no,27964,35.1
31,female,India,Master,Business Analyst,5.2,3,77,7577,12911,yes,yes,low,Business Analyst,no,2,2,5,23,78,yes,5,Non-Russell,1,Manchester,1063,526,2108,11293,490,65,47840,no,18911,31.8
25,female,India,Bachelor,Software Engineer,1.7,5,87,4192,8403,no,yes,high,Software Engineer,no,3,2,4,20,76,yes,5,Russell,2,Manchester,1138,574,2138,10051,329,60,41600,no,22721,17.0
32,male,India,Bachelor,Software Engineer,5.7,5,70,9187,21180,no,yes,medium,AI Engineer,yes,1,4,4,18,70,yes,5,Russell,1,Manchester,1216,740,2547,11653,528,58,37440,no,21426,13.2
23,female,India,Bachelor,Cybersecurity Analyst,3.5,3,74,10637,27766,yes,yes,low,Web Developer,yes,2,1,4,33,70,yes,5,Russell,1,London,1555,522,2994,11628,383,61,68640,yes,18528,49.1
21,female,India,Bachelor,Web Developer,2.6,4,84,7888,12163,yes,no,high,Web Developer,no,4,1,2,21,73,yes,5,Non-Russell,2,Leeds,1234,660,2724,8291,449,73,43680,no,18221,28.0
21,female,India,Bachelor,Software Engineer,3.5,5,85,4051,24471,yes,yes,high,AI Engineer,no,5,2,2,18,73,yes,5,Non-Russell,2,Manchester,917,540,3678,12203,488,61,37440,no,12718,27.5
28,female,India,Master,Web Developer,3.1,3,84,11025,22336,yes,yes,medium,Web Developer,no,2,4,5,34,70,yes,5,Non-Russell,1,London,970,737,3903,10199,320,68,70720,yes,13846,67.5
30,female,India,Bachelor,Web Developer,4.6,5,81,6410,13470,no,no,high,Software Engineer,yes,4,1,2,35,75,yes,5,Russell,1,London,1074,738,1649,8698,336,71,72800,yes,24021,57.8
31,female,India,Master,Cybersecurity Analyst,1.7,4,88,5820,22953,yes,no,high,AI Engineer,yes,2,5,2,43,79,yes,5,Russell,1,Birmingham,1238,555,3049,9374,545,71,89440,yes,27552,74.2
32,male,India,Master,Cybersecurity Analyst,2.1,3,78,6964,14276,no,yes,low,AI Engineer,no,2,2,2,25,71,yes,5,Russell,1,Birmingham,1147,597,2827,11790,582,67,52000,no,18862,36.6
33,female,India,Master,Cybersecurity Analyst,5.4,3,60,6521,13739,yes,no,low,Data Analyst,yes,3,5,2,19,80,yes,5,Russell,2,Leeds,1092,645,3064,7010,401,55,39520,no,22320,20.6
33,female,India,Master,Software Engineer,5.7,3,63,5869,28657,no,no,high,Business Analyst,yes,1,4,1,44,74,yes,5,Russell,1,Birmingham,1318,761,1549,11863,593,56,91520,yes,21494,80.9
32,female,India,Bachelor,Cybersecurity Analyst,5.4,4,73,6568,14523,yes,yes,low,Data Analyst,no,5,5,5,35,77,yes,5,Russell,2,Leeds,1224,539,3005,12220,531,72,72800,yes,24052,53.9
34,male,India,Master,Software Engineer,2.5,5,73,9882,29387,yes,yes,high,Business Analyst,yes,4,1,2,44,84,yes,5,Non-Russell,2,London,1205,692,1834,7041,587,58,91520,yes,14933,97.0
22,female,India,Master,Cybersecurity Analyst,4.7,3,62,9550,22993,no,yes,medium,AI Engineer,no,2,1,5,44,72,yes,5,Non-Russell,1,London,1103,738,2875,7557,544,67,91520,yes,17544,93.9
33,male,India,Master,AI Engineer,2.9,5,89,5867,20873,no,yes,low,Web Developer,no,5,3,3,33,78,yes,5,Non-Russell,2,Leeds,1022,541,2167,7207,476,55,68640,yes,19209,63.4
23,female,India,Bachelor,Web Developer,3.0,5,87,11465,21419,no,no,high,Business Analyst,yes,2,2,1,43,76,yes,5,Russell,1,Birmingham,1469,721,3172,7680,512,58,89440,yes,23196,77.9
22,male,India,Bachelor,Cybersecurity Analyst,1.2,4,76,11602,22457,yes,no,high,AI Engineer,yes,1,4,2,27,78,yes,5,Non-Russell,1,Birmingham,1346,695,3874,9621,401,56,56160,no,16027,42.5
23,male,India,Bachelor,Data Analyst,3.5,3,62,11863,10064,no,yes,low,AI Engineer,no,5,2,1,25,70,yes,5,Russell,1,Leeds,1390,787,2515,9352,585,58,52000,no,25322,27.9
27,female,India,Master,Web Developer,1.1,5,75,6738,13315,no,yes,low,Data Analyst,yes,4,5,1,29,74,yes,5,Russell,2,Nottingham,1332,509,1835,13455,321,70,60320,no,21143,35.4
21,female,India,Master,Web Developer,2.0,3,73,7269,18566,no,no,medium,Data Analyst,no,2,4,3,39,81,yes,5,Non-Russell,2,Birmingham,1523,734,2165,7678,318,58,81120,yes,14514,74.6
30,male,India,Bachelor,Cybersecurity Analyst,5.1,3,89,7199,8317,no,yes,high,Web Developer,yes,1,4,5,33,82,yes,5,Russell,1,Manchester,1027,824,1580,9596,586,63,68640,yes,23678,56.3
28,female,India,Master,Business Analyst,1.2,4,79,6579,25886,no,yes,medium,Cybersecurity Analyst,yes,5,1,1,29,72,yes,5,Russell,2,Birmingham,1447,764,3634,8745,575,71,60320,no,19382,45.7
33,male,India,Bachelor,Cybersecurity Analyst,0.4,3,88,10103,14130,no,yes,medium,Software Engineer,yes,2,5,4,28,73,yes,5,Russell,2,Nottingham,946,568,3299,9545,446,74,58240,no,23396,42.6
30,male,India,Bachelor,Web Developer,0.4,3,72,9530,15419,no,yes,medium,Cybersecurity Analyst,no,2,1,3,37,73,yes,5,Russell,2,London,1404,638,1757,8993,339,56,76960,yes,27528,53.2
30,male,India,Master,Data Analyst,5.6,5,74,8005,10042,no,no,low,Cybersecurity Analyst,yes,4,1,4,36,80,yes,5,Russell,2,London,1014,854,2490,12410,466,57,74880,yes,25114,57.2
30,male,India,Master,Web Developer,3.0,4,73,8935,12598,no,yes,medium,Web Developer,no,1,3,3,18,81,yes,5,Non-Russell,2,London,1315,718,1684,6780,390,69,37440,no,19320,18.5
